1.850037208799999906e+06,1.618782557700000936e+06,1.387527906600000802e+06,1.156273255500000669e+06,9.250186043999993708e+05,7.400148835199992172e+05,5.550111626400003443e+05,3.700074417600001907e+05,2.775055813200001721e+05,1.850037208800000953e+05,9.250186044000004767e+04,-0.000000000000000000e+00,-9.250186044000004767e+04,-1.850037208800000953e+05,-2.775055813200001721e+05,-3.700074417600001907e+05,-5.550111626400003443e+05,-7.400148835200003814e+05,-9.250186044000005350e+05,-1.156273255500000669e+06,-1.387527906599999638e+06,-1.618782557700000936e+06,-1.850037208799998742e+06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.219172999999812618e+07,2.820377812498138286e+06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06,-1.438593244529329876e-06
9.155599999997729901e+04,2.579212499997738632e+04,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08,-1.964508555829523670e-08
2.022229999995257705e+07,8.713621874952591956e+06,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05,-4.688899934990334241e-05
1.170373332656807266e+07,7.319474993234744295e+06,2.935216659901398234e+06,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03,-6.765058060409504664e-03
1.210373332160566933e+06,7.719474988272341434e+05,3.335216654938994907e+05,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03,-1.172746124211695952e-03
1.216206324646833166e+07,8.271033975635003299e+06,4.380004704801659100e+06,4.889754339683144935e+05,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02,-8.686482078701408815e-02
-2.654254932436879352e+07,-2.051419411603546888e+07,-1.448583890770211816e+07,-8.457483699368767440e+06,-2.429128491035417188e+06,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01,8.400896425882817198e+01
-2.010359971048290282e+07,-1.571934137714957632e+07,-1.133508304381622933e+07,-6.950824710482884198e+06,-2.566566377149538137e+06,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02,1.336228502259471895e+02
