nan,nan,3.000000000000000000e+00,7.322205261222123227e+04,nan,2.203799999999999955e+02,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,2.192129166666669789e+03
4.270900000000000000e+04,1.930000000000000000e+03,2.000000000000000000e+00,-1.000000000000000000e+03,-3.518011659647010225e-04,4.496998284707839910e-02,-1.621446910170969979e-01,5.487665245876139838e-03,1.022957118610010041e-02,-3.858655696581080041e-02,1.318715175004590012e-01,4.035067229318539672e-02,0.000000000000000000e+00,5.000000000000000278e-02,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.270900000000000000e+04,1.935000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,-4.104696504968060006e-04,4.721239902414710310e-02,-1.719297996629179925e-01,5.872453869887979926e-03,1.079029117086049983e-02,-4.010061273083920241e-02,1.380484738417900037e-01,4.195369750095100103e-02,0.000000000000000000e+00,5.000000000000000278e-02,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.270900000000000000e+04,1.975000000000000000e+03,2.000000000000000000e+00,-7.500000000000000000e+02,-1.596407390873029897e-03,1.116456386762370023e-01,-4.087360590990800069e-01,1.388036852408530003e-02,2.358571628366079934e-02,-9.144287724188869537e-02,3.110345438710799826e-01,8.480484633428299335e-02,5.000000000000000278e-02,1.499999999999999944e-01,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.270900000000000000e+04,2.025000000000000000e+03,2.000000000000000000e+00,-1.850000000000000000e+03,-1.114940914702929921e-02,2.082192967468469991e-01,-8.456624651316799746e-01,3.144252277908279880e-02,4.494144883507940336e-02,-1.480990583577299902e-01,5.366703147442249966e-01,1.359252944549730058e-01,1.499999999999999944e-01,2.500000000000000000e-01,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.270900000000000000e+04,2.100000000000000000e+03,2.000000000000000000e+00,6.000000000000000000e+02,-2.306389760650580101e-01,6.971304156777480276e-01,-3.390362584649559974e+00,1.454600321121810036e-01,1.469919278239739946e-01,-4.429298584991560039e-01,1.785410850406980110e+00,3.143162400960780034e-01,6.500000000000000222e-01,7.500000000000000000e-01,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.270900000000000000e+04,2.110000000000000000e+03,2.000000000000000000e+00,-9.000000000000000000e+01,-3.441892204027989788e-01,8.713871222275879624e-01,-4.318625065675430363e+00,1.871161900308840054e-01,1.790526364339140031e-01,-5.516854037678059486e-01,2.229947479811119848e+00,3.625547525710949848e-01,8.000000000000000444e-01,9.499999999999999556e-01,2.000000000000000000e+00,2.354594907410500149e+00,2.191916666666670153e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.271100000000000000e+04,1.800000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+02,-2.761475469558759971e-02,2.051561883217799948e-02,-5.674533776162120347e-02,1.493405925805139966e-03,5.516436835157749810e-03,-1.321697032835800027e-02,3.366880582856830034e-02,1.817595918262069829e-02,0.000000000000000000e+00,1.000000000000000056e-01,4.000000000000000000e+00,4.354594907410500149e+00,2.191550000000000182e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.271300000000000000e+04,1.725000000000000000e+03,2.000000000000000000e+00,-2.000000000000000000e+02,-2.913224711300440098e-02,1.476333688492559998e-02,-3.584695047285089975e-02,8.329451249003829794e-04,4.413817024714210280e-03,-7.221053059311089740e-03,1.592761944743120023e-02,1.212178901226780049e-02,0.000000000000000000e+00,5.000000000000000278e-02,6.000000000000000000e+00,6.354594907410500149e+00,2.191483333333329938e+03,1.000000000000000000e+02,2.192129166666669789e+03
4.271300000000000000e+04,1.750000000000000000e+03,2.000000000000000000e+00,4.000000000000000000e+02,-4.158158636156759902e-02,2.146480223677829993e-02,-5.241257341006559656e-02,1.220994552253199970e-03,6.277528266681939653e-03,-1.051045116923889945e-02,2.320049829189759980e-02,1.672700119527410073e-02,0.000000000000000000e+00,5.000000000000000278e-02,6.000000000000000000e+00,6.354594907410500149e+00,2.191483333333329938e+03,1.000000000000000000e+02,2.192129166666669789e+03
